S0,K,r,T,corp,alpha,beta,omega,gamma,lambda,V
1.0,1.1249999999999942,0.05,120.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0010097351892888284
1.0,1.1249999999999942,0.05,120.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2499999999999978,0.05,120.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,8.437640241072855e-05
1.0,1.2499999999999978,0.05,120.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3749999999999918,0.05,120.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3749999999999918,0.05,120.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999953,0.05,120.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999953,0.05,120.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.49999999999999817,0.05,174.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999972527456443
1.0,0.49999999999999817,0.05,174.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999972527456443
1.0,0.624999999999997,0.05,174.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37500025756253
1.0,0.624999999999997,0.05,174.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37500025756253
1.0,0.7499999999999968,0.05,174.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999986263728222
1.0,0.7499999999999968,0.05,174.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999986263728222
1.0,0.8749999999999964,0.05,174.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500039492524775
1.0,0.8749999999999964,0.05,174.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500039492524775
1.0,1.0,0.05,174.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.00899953144833551
1.0,1.0,0.05,174.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1249999999999942,0.05,174.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.00019935084086051248
1.0,1.1249999999999942,0.05,174.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2499999999999978,0.05,174.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,5.563279279828255e-06
1.0,1.2499999999999978,0.05,174.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3749999999999918,0.05,174.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3749999999999918,0.05,174.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999953,0.05,174.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999953,0.05,174.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.49999999999999817,0.05,246.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999972527456443
1.0,0.49999999999999817,0.05,246.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999972527456443
1.0,0.624999999999997,0.05,246.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37500025756253
1.0,0.624999999999997,0.05,246.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37500025756253
1.0,0.7499999999999968,0.05,246.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999986263728222
1.0,0.7499999999999968,0.05,246.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999986263728222
1.0,0.8749999999999964,0.05,246.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500039492524775
1.0,0.8749999999999964,0.05,246.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500039492524775
1.0,1.0,0.05,246.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0043801552196514465
1.0,1.0,0.05,246.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1249999999999942,0.05,246.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,2.3180330332617734e-05
1.0,1.1249999999999942,0.05,246.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2499999999999978,0.05,246.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2499999999999978,0.05,246.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3749999999999918,0.05,246.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3749999999999918,0.05,246.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999953,0.05,246.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999953,0.05,246.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.49999999999999817,0.05,354.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999972527456443
1.0,0.49999999999999817,0.05,354.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.49999972527456443
1.0,0.624999999999997,0.05,354.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37500025756253
1.0,0.624999999999997,0.05,354.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37500025756253
1.0,0.7499999999999968,0.05,354.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999986263728222
1.0,0.7499999999999968,0.05,354.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999986263728222
1.0,0.8749999999999964,0.05,354.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500039492524775
1.0,0.8749999999999964,0.05,354.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12500039492524775
1.0,1.0,0.05,354.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0014872499941407536
1.0,1.0,0.05,354.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1249999999999942,0.05,354.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,9.272132133047094e-07
1.0,1.1249999999999942,0.05,354.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2499999999999978,0.05,354.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2499999999999978,0.05,354.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3749999999999918,0.05,354.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3749999999999918,0.05,354.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999953,0.05,354.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.4999999999999953,0.05,354.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000017,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.6748263017333007
1.0,0.5000000000000017,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.6250000000000026,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5672374617014441
1.0,0.6250000000000026,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.7500000000000026,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4596494784732828
1.0,0.7500000000000026,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.8750000000000043,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3520606384414262
1.0,0.8750000000000043,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,1.0,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24447265521326497
1.0,1.0,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000042,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.13688381518140835
1.0,1.1250000000000042,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.02929497514955172
1.0,1.2500000000000087,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000017,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.6748263017333007
1.0,0.5000000000000017,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.6250000000000026,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5672374617014441
1.0,0.6250000000000026,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.7500000000000026,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4596494784732828
1.0,0.7500000000000026,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.8750000000000043,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3520606384414262
1.0,0.8750000000000043,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,1.0,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24447265521326497
1.0,1.0,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000042,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.13688381518140835
1.0,1.1250000000000042,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.02929497514955172
1.0,1.2500000000000087,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,3.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,3.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000017,0.05,14.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.5000000000000017,0.05,14.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.6250000000000026,0.05,14.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.6250000000000026,0.05,14.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.7500000000000026,0.05,14.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.270598313493518
1.0,0.7500000000000026,0.05,14.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.8750000000000043,0.05,14.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.2031215952656862
1.0,0.8750000000000043,0.05,14.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,1.0,0.05,14.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.14104788114107086
1.0,1.0,0.05,14.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000042,0.05,14.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.07897502382015092
1.0,1.1250000000000042,0.05,14.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,14.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.01690216649923099
1.0,1.2500000000000087,0.05,14.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,14.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,14.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,14.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,14.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000017,0.05,35.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.5000000000000017,0.05,35.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.6250000000000026,0.05,35.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.6250000000000026,0.05,35.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.7500000000000026,0.05,35.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.7500000000000026,0.05,35.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.8750000000000043,0.05,35.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,0.8750000000000043,0.05,35.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,1.0,0.05,35.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.05663386746249654
1.0,1.0,0.05,35.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000042,0.05,35.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.02763620319524994
1.0,1.1250000000000042,0.05,35.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,35.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.005914515909372512
1.0,1.2500000000000087,0.05,35.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,35.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,35.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,35.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,35.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000017,0.05,56.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.5000000000000017,0.05,56.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.6250000000000026,0.05,56.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.6250000000000026,0.05,56.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.7500000000000026,0.05,56.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.7500000000000026,0.05,56.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.8750000000000043,0.05,56.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,0.8750000000000043,0.05,56.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,1.0,0.05,56.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.03431584480461805
1.0,1.0,0.05,56.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000042,0.05,56.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.010272219504196297
1.0,1.1250000000000042,0.05,56.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,56.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.002070037728095609
1.0,1.2500000000000087,0.05,56.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,56.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,56.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,56.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,56.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000017,0.05,119.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.5000000000000017,0.05,119.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.6250000000000026,0.05,119.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.6250000000000026,0.05,119.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.7500000000000026,0.05,119.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.7500000000000026,0.05,119.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.8750000000000043,0.05,119.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,0.8750000000000043,0.05,119.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,1.0,0.05,119.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.01559811127482639
1.0,1.0,0.05,119.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000042,0.05,119.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.001041016489915631
1.0,1.1250000000000042,0.05,119.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,119.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,8.91075843219964e-05
1.0,1.2500000000000087,0.05,119.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,119.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,119.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,119.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,119.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000017,0.05,173.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.5000000000000017,0.05,173.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.6250000000000026,0.05,173.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.6250000000000026,0.05,173.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.7500000000000026,0.05,173.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.7500000000000026,0.05,173.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.8750000000000043,0.05,173.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,0.8750000000000043,0.05,173.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,1.0,0.05,173.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.009089830404539036
1.0,1.0,0.05,173.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000042,0.05,173.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.00020563288689691477
1.0,1.1250000000000042,0.05,173.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,173.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,5.997625867826681e-06
1.0,1.2500000000000087,0.05,173.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,173.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,173.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,173.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,173.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000017,0.05,245.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.5000000000000017,0.05,245.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.6250000000000026,0.05,245.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.6250000000000026,0.05,245.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.7500000000000026,0.05,245.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.7500000000000026,0.05,245.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.8750000000000043,0.05,245.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,0.8750000000000043,0.05,245.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,1.0,0.05,245.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.004424534283065283
1.0,1.0,0.05,245.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000042,0.05,245.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,2.3990503471306725e-05
1.0,1.1250000000000042,0.05,245.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,245.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,245.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,245.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,245.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,245.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,245.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5000000000000017,0.05,353.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.5000000000000017,0.05,353.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.4999997917046299
1.0,0.6250000000000026,0.05,353.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.6250000000000026,0.05,353.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.3749998437784724
1.0,0.7500000000000026,0.05,353.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.7500000000000026,0.05,353.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.24999989585231494
1.0,0.8750000000000043,0.05,353.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,0.8750000000000043,0.05,353.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499994792615747
1.0,1.0,0.05,353.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0015028336817382855
1.0,1.0,0.05,353.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.1250000000000042,0.05,353.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,8.568036954038116e-07
1.0,1.1250000000000042,0.05,353.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,353.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.2500000000000087,0.05,353.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,353.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.3750000000000044,0.05,353.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,353.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,1.5000000000000084,0.05,353.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.0
1.0,0.5,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.7094254554141715
1.0,0.5,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5000000274898885
1.0,0.6250000000000004,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.5963206534871639
1.0,0.6250000000000004,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.37499951758511013
1.0,0.7499999999999999,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.48321585156015645
1.0,0.7499999999999999,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25000001374494424
1.0,0.8750000000000006,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.370111049633149
1.0,0.8750000000000006,0.05,2.0,-1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.12499950384016591
1.0,1.0,0.05,2.0,1,-5.876148359032911,0.8,-5.999999999999996,100.0,0.5,0.25700624770614156
