S0,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222,100.114014275222
K,80.0912114201777,80.0912114201777,85.0969121339389,85.0969121339389,90.1026128477,90.1026128477,95.1083135614611,95.1083135614611,100.114014275222,100.114014275222,105.119714988983,105.119714988983,110.125415702744,110.125415702744,115.131116416505,115.131116416505,120.136817130267,120.136817130267,80.0912114201777,80.0912114201777,85.0969121339389,85.0969121339389,90.1026128477,90.1026128477,95.1083135614611,95.1083135614611,100.114014275222,100.114014275222,105.119714988983,105.119714988983,110.125415702744,110.125415702744,115.131116416505,115.131116416505,120.136817130267,120.136817130267,80.0912114201777,80.0912114201777,85.0969121339389,85.0969121339389,90.1026128477,90.1026128477,95.1083135614611,95.1083135614611,100.114014275222,100.114014275222,105.119714988983,105.119714988983,110.125415702744,110.125415702744,115.131116416505,115.131116416505,120.136817130267,120.136817130267,80.0912114201777,80.0912114201777,85.0969121339389,85.0969121339389,90.1026128477,90.1026128477,95.1083135614611,95.1083135614611,100.114014275222,100.114014275222,105.119714988983,105.119714988983,110.125415702744,110.125415702744,115.131116416505,115.131116416505,120.136817130267,120.136817130267,80.0912114201777,80.0912114201777,85.0969121339389,85.0969121339389,90.1026128477,90.1026128477,95.1083135614611,95.1083135614611,100.114014275222,100.114014275222,105.119714988983,105.119714988983,110.125415702744,110.125415702744,115.131116416505,115.131116416505,120.136817130267,120.136817130267,80.0912114201777,80.0912114201777,85.0969121339389,85.0969121339389,90.1026128477,90.1026128477,95.1083135614611,95.1083135614611,100.114014275222,100.114014275222,105.119714988983,105.119714988983,110.125415702744,110.125415702744,115.131116416505,115.131116416505,120.136817130267,120.136817130267
r,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
T,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
corp,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
alpha,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06
beta,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
omega,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
gamma,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
lambda,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
