v_pred,v_target,impl_pred,impl_target
14.55512,14.135456,0.7421842,0.75
1.5173972,1.8936684,0.00029513484,0.0
20.437204,18.847273,0.18732847,0.1875
12.020816,12.540676,0.0018955448,0.0
4.8559337,5.1641603,0.15685883,0.1875
23.0888,23.26831,0.0033580014,0.0
5.858274,6.3463187,0.0009204714,0.0
15.7322235,14.174525,0.18142048,0.1875
15.271852,14.174525,0.0017548066,0.0
10.223706,10.4253235,0.0008197038,0.0
32.175518,32.98475,0.56919825,0.5684
4.881594,5.233527,0.15548392,0.1875
16.451067,15.637985,0.1821821,0.1875
32.303856,32.942154,0.03707645,0.0
19.969393,22.187752,0.0028540655,0.0
16.457918,15.49248,0.17666744,0.1875
6.933777,7.320485,0.0014777358,0.0
22.062452,22.59305,0.19364455,0.1875
6.2433596,5.670922,0.2237471,0.21810001
22.067646,22.187752,0.004973309,0.0
15.806555,15.49248,0.0019213834,0.0
4.9804993,5.5576324,0.11718565,0.0938
14.594626,15.637985,0.0016290225,0.0
21.648972,22.59305,0.17850967,0.1875
17.441776,18.847273,0.001488203,0.0
31.193598,29.349579,0.024534158,0.0538
0.8887604,0.88051254,0.0004484835,0.0
11.02471,11.296526,0.21809125,0.1875
1.7233629,2.088992,0.0002916581,0.0
6.670163,4.711818,0.3313105,0.375
26.7383,28.117771,0.017292224,0.0
15.444082,15.637985,0.0015941744,0.0
10.738113,10.467054,0.001488942,0.0
3.8478434,3.5497782,0.0004257351,0.0
5.340263,5.546939,0.22722957,0.1875
10.318217,10.3283205,0.21983582,0.1875
1.2437627,2.134975,0.00032964,0.0
5.4201503,5.449637,0.10173823,0.0938
3.6069112,4.0480022,0.0007669939,0.0
16.317799,15.637985,0.16962868,0.1875
2.0102618,2.989786,0.00024850914,0.0
5.065224,5.546939,0.1555855,0.1875
16.631945,15.803738,0.0014414699,0.0
10.1440115,10.3283205,0.1793081,0.1875
21.200863,20.850647,0.0037356294,0.0
1.2929107,0.6814016,0.00037758984,0.0
2.237147,3.3763099,0.0003170877,0.0
20.944529,22.230528,0.36146653,0.375
21.493982,22.230528,0.17915413,0.1875
2.7808192,3.6931343,0.00038302905,0.0
8.848572,9.423636,0.10271874,0.0938
1.3600663,2.1559327,0.00032293535,0.0
10.837728,11.296526,0.001640762,0.0
20.684095,20.65664,0.20778707,0.1875
5.012553,5.091656,0.0032167332,0.0
35.925434,34.614162,0.27932897,0.2759
1.4774811,0.712697,0.00022373785,0.0
20.719378,20.934107,0.3899712,0.375
15.736685,14.135456,0.18832201,0.1875
6.9429026,6.243984,0.0009256564,0.0
1.0427203,0.52642304,0.0003531786,0.0
4.9965215,4.711818,0.088031836,0.0938
21.37921,22.187752,0.002037732,0.0
1.8768741,1.0455123,0.0017352626,0.0
7.921261,7.1223593,0.0010099192,0.0
16.413288,16.348911,0.16302839,0.1875
4.5967817,5.1641603,0.00026934303,0.0
0.8825887,0.9942766,0.00046448744,0.0
14.867421,13.127582,0.011617627,0.022
21.227152,21.798546,0.28707594,0.375
16.068336,15.49248,0.16592303,0.1875
1.7774798,0.9888022,0.000793202,0.0
6.7198443,5.648263,0.30947107,0.375
21.126568,18.899366,0.0031079892,0.0
21.321999,22.59305,0.2077775,0.1875
10.675392,10.899273,0.001555102,0.0
10.9053,11.296526,0.1718409,0.1875
2.6069784,3.6190763,0.00031836145,0.0
11.245938,11.115265,0.1197146,0.0938
8.980976,8.817897,0.0045566526,0.0
17.962885,18.280216,0.0025616,0.0
14.932067,14.135456,0.001155166,0.0
16.386347,16.640816,0.0027940846,0.0
21.783365,22.59305,0.18196285,0.1875
13.077581,12.76011,0.0056288014,0.0
22.37852,21.273357,0.0029894956,0.0
16.426657,16.672897,0.25134447,0.1875
10.286162,10.467054,0.0016012671,0.0
16.017288,16.348911,0.7438395,0.75
21.1532,22.187752,0.7592763,0.75
36.108875,38.273327,0.6200669,0.6415
21.54707,22.187752,0.1795798,0.1875
21.255178,21.798546,0.18722947,0.1875
20.528965,18.847273,0.2227216,0.1875
10.248748,10.3283205,0.16143095,0.1875
5.2759466,5.648263,0.0002489695,0.0
16.64438,16.640816,0.16847748,0.1875
16.770525,16.672897,0.1613403,0.1875
19.119379,17.695305,0.0023252652,0.0
11.032497,11.093878,0.0007153192,0.0
5.3285356,5.648263,0.2243936,0.1875
8.715132,9.2092905,0.004051571,0.0
5.2240114,5.596825,0.0006527561,0.0
9.331308,9.645347,0.0077242916,0.0
15.625336,14.174525,0.2021197,0.1875
4.956341,5.2126617,0.0004090672,0.0
16.11514,15.700582,0.16412744,0.1875
20.929285,22.247522,0.35521457,0.375
11.536413,9.814313,0.0013697682,0.0
22.695312,21.873318,0.0031314238,0.0
4.990447,5.449637,0.18270682,0.1875
10.711951,10.899273,0.17039143,0.1875
1.7948531,1.1713389,0.00025682698,0.0
10.587925,11.123761,0.24435726,0.1875
6.6505694,5.852278,0.00068814505,0.0
15.902146,16.672897,0.37381554,0.375
15.920748,16.685642,0.36871955,0.375
16.11328,15.49248,0.21407926,0.1875
2.2001595,1.5242647,0.00029180583,0.0
4.903026,5.233527,0.17979701,0.1875
6.5531735,5.3363204,0.00077156513,0.0
16.186632,16.672897,0.29061234,0.375
1.5439873,0.97461224,0.00022002141,0.0
15.680048,15.499284,0.0021278406,0.0
9.0647545,9.449683,0.11125215,0.0938
1.343519,0.7670285,0.00046862767,0.0
5.459471,5.5618815,0.00023601874,0.0
25.98733,26.353134,0.012202714,0.0
16.814116,16.94479,0.250861,0.1875
9.682108,9.449683,0.00059083407,0.0
21.645899,21.798546,0.18784408,0.1875
1.5833644,0.76044416,0.00022258246,0.0
10.723135,11.115265,0.11253077,0.0938
16.508713,16.94479,0.0015333996,0.0
9.144337,9.183565,0.0014903797,0.0
10.962138,11.296526,0.0018059687,0.0
15.713308,14.825133,0.07917457,0.09819999
23.308424,23.673494,0.0035197912,0.0
13.274135,14.135456,0.0011837065,0.0
22.634047,20.580536,0.0029132294,0.0
19.173094,17.18308,0.012704889,0.0294
5.5661955,5.0165825,0.0049691466,0.0084
1.124054,1.8668642,0.00034225997,0.0
15.764409,16.409946,0.17004903,0.1506
1.7165543,1.9963504,0.0003051592,0.0
16.269892,16.233765,0.0023997715,0.0
2.4519134,1.6237918,0.00031270267,0.0
2.631484,3.6608279,0.00045106577,0.0
9.64272,9.832885,0.0015403384,0.0
1.7649114,1.1488242,0.004071637,0.0029
20.69091,20.65664,0.4011492,0.375
20.559467,20.934107,0.0012936397,0.0
21.310467,20.850647,0.42193392,0.375
20.868286,22.230528,0.28425318,0.375
15.428625,14.174525,0.0022624058,0.0
21.41392,22.59305,0.18715206,0.1875
30.978813,32.66819,0.3458981,0.3527
10.228835,11.123761,0.0014441723,0.0
2.356537,3.5261717,0.00033436052,0.0
9.674523,9.449683,0.16331165,0.1875
10.381059,10.3283205,0.11884901,0.0938
20.872282,20.65664,0.747875,0.75
16.799421,16.94479,0.19830999,0.1875
5.7413306,5.195244,0.00045703506,0.0
21.941526,22.247522,0.005398186,0.0
18.95212,18.847273,0.0011196818,0.0
4.2957954,4.711818,0.00026945805,0.0
27.695753,24.613604,0.022838954,0.0
16.471495,16.672897,0.74613833,0.75
5.486438,5.5576324,0.21928386,0.1875
5.698183,4.711818,0.2660088,0.1875
4.9074006,5.648263,0.00036153593,0.0
5.6218004,5.647718,0.00066025916,0.0
6.416018,5.5576324,0.08502771,0.0938
15.80327,15.700582,0.16292876,0.1875
9.50388,10.4253235,0.39956933,0.375
5.021958,5.3974195,0.0052926843,0.0
1.9232572,1.0034981,0.0016708181,0.0038
16.17047,14.135456,0.27360827,0.1875
10.385411,10.467054,0.21844801,0.1875
20.484917,18.899366,0.22361761,0.1875
6.820976,5.1641603,0.3216039,0.375
15.7460165,15.49248,0.0014748604,0.0
9.722887,9.423636,0.15473306,0.1875
6.7504416,5.84014,0.0008651073,0.0
10.900188,11.123761,0.0015500097,0.0
35.989906,37.90617,0.4223615,0.3991
24.34447,25.261417,0.0035749776,0.0
1.5256658,0.76304257,0.00023219455,0.0
1.6085684,1.943769,0.00027612396,0.0
4.7762675,5.1641603,0.1231334,0.0938
0.89831823,1.0384086,0.00045075334,0.0
21.45438,22.230528,0.18552318,0.1875
5.7047873,5.648263,0.079413116,0.0938
5.0460725,4.711818,0.07896511,0.0938
29.425861,29.792685,0.013920365,0.0
4.8230577,5.6136537,0.00047865248,0.0
21.173588,18.847273,0.7795855,0.75
20.383102,20.65664,0.003225237,0.0
20.97826,20.850647,0.21198557,0.1875
7.0793705,6.190053,0.0008687163,0.0
8.257407,7.450035,0.0008893766,0.0
10.56429,10.899273,0.0013998618,0.0
20.892088,20.264912,0.17443502,0.1807
21.708233,20.65664,0.0048333765,0.0
10.071292,9.423636,0.3526975,0.375
10.013633,11.093878,0.39334083,0.375
5.6414824,5.2126617,0.08864106,0.0938
16.511011,17.443682,0.0051630014,0.0
15.795918,16.348911,0.39381617,0.375
14.91238,14.789616,0.0023704714,0.0
21.851345,20.850647,0.20798746,0.1875
21.154152,22.230528,0.19528113,0.1875
1.6859624,1.0955939,0.0002442561,0.0
2.1068778,1.3086143,0.09782906,0.118599996
16.55258,15.637985,0.2582603,0.1875
10.502582,11.115265,0.1741212,0.1875
23.794556,23.838316,0.023833478,0.0
15.926839,15.700582,0.0019411328,0.0
3.2909243,3.8803327,0.00067501754,0.0
20.48034,18.899366,0.46112865,0.375
10.477702,11.123761,0.11363478,0.0938
15.859317,15.700582,0.0022618924,0.0
17.555626,18.268883,0.008153674,0.0
16.54423,16.348911,0.0026192446,0.0
2.802474,3.6605124,0.0004736118,0.0
26.529415,24.011726,0.51773953,0.4982
19.935055,18.899366,0.0024372898,0.0
9.940295,10.699669,0.031863436,0.0151
22.072878,22.187752,0.1996856,0.1875
5.625981,5.2126617,0.0005661169,0.0
16.15072,16.685642,0.0026198146,0.0
1.0477841,0.5264455,0.0003551404,0.0
0.94133174,1.100672,0.00041666598,0.0
3.558,3.3684702,0.0004313792,0.0
5.012951,5.546939,0.1820457,0.1875
4.6997786,4.9282913,0.0005491667,0.0
9.694646,10.0341015,0.001933842,0.0
4.703878,5.0920944,0.0019743196,0.0
5.4941063,5.438457,0.0006657527,0.0
4.969442,5.1641603,0.11000502,0.0938
10.193434,10.899273,0.11097242,0.0938
16.741192,16.640816,0.0022122716,0.0
16.084343,16.954243,0.24125007,0.2221
20.299995,20.934107,0.0026994124,0.0
24.311113,24.586752,0.0071085105,0.0
5.9881635,5.546939,0.090344,0.0938
10.5327835,9.449683,0.0013549118,0.0
4.8700733,5.233527,0.00044044148,0.0
4.8957615,4.711818,0.20189108,0.1875
10.597025,10.4253235,0.152011,0.1875
10.770681,10.4253235,0.12819666,0.0938
34.818474,33.18213,0.6433606,0.6415
16.484009,16.94479,0.29525012,0.375
