S0,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293,105.658337217293
K,84.5266697738347,84.5266697738347,89.8095866346994,89.8095866346994,95.0925034955641,95.0925034955641,100.375420356429,100.375420356429,105.658337217293,105.658337217293,110.941254078158,110.941254078158,116.224170939023,116.224170939023,121.507087799887,121.507087799887,126.790004660752,126.790004660752,84.5266697738347,84.5266697738347,89.8095866346994,89.8095866346994,95.0925034955641,95.0925034955641,100.375420356429,100.375420356429,105.658337217293,105.658337217293,110.941254078158,110.941254078158,116.224170939023,116.224170939023,121.507087799887,121.507087799887,126.790004660752,126.790004660752,84.5266697738347,84.5266697738347,89.8095866346994,89.8095866346994,95.0925034955641,95.0925034955641,100.375420356429,100.375420356429,105.658337217293,105.658337217293,110.941254078158,110.941254078158,116.224170939023,116.224170939023,121.507087799887,121.507087799887,126.790004660752,126.790004660752,84.5266697738347,84.5266697738347,89.8095866346994,89.8095866346994,95.0925034955641,95.0925034955641,100.375420356429,100.375420356429,105.658337217293,105.658337217293,110.941254078158,110.941254078158,116.224170939023,116.224170939023,121.507087799887,121.507087799887,126.790004660752,126.790004660752,84.5266697738347,84.5266697738347,89.8095866346994,89.8095866346994,95.0925034955641,95.0925034955641,100.375420356429,100.375420356429,105.658337217293,105.658337217293,110.941254078158,110.941254078158,116.224170939023,116.224170939023,121.507087799887,121.507087799887,126.790004660752,126.790004660752,84.5266697738347,84.5266697738347,89.8095866346994,89.8095866346994,95.0925034955641,95.0925034955641,100.375420356429,100.375420356429,105.658337217293,105.658337217293,110.941254078158,110.941254078158,116.224170939023,116.224170939023,121.507087799887,121.507087799887,126.790004660752,126.790004660752
r,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
T,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
corp,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
alpha,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06,1.33e-06
beta,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
omega,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
gamma,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
lambda,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
