S0,m,r,T,corp,alpha,beta,omega,gamma,lambda,V
101.223585241675,0.8,0.03,5,1,1.33e-06,0.8,1e-06,100,0.5,31.5253
101.223585241675,0.8,0.03,5,-1,1.33e-06,0.8,1e-06,100,0.5,20.2447
101.223585241675,0.85,0.03,5,1,1.33e-06,0.8,1e-06,100,0.5,27.1691
101.223585241675,0.85,0.03,5,-1,1.33e-06,0.8,1e-06,100,0.5,15.1835
101.223585241675,0.9,0.03,5,1,1.33e-06,0.8,1e-06,100,0.5,22.8129
101.223585241675,0.9,0.03,5,-1,1.33e-06,0.8,1e-06,100,0.5,10.1224
101.223585241675,0.95,0.03,5,1,1.33e-06,0.8,1e-06,100,0.5,18.4567
101.223585241675,0.95,0.03,5,-1,1.33e-06,0.8,1e-06,100,0.5,5.0612
101.223585241675,1,0.03,5,1,1.33e-06,0.8,1e-06,100,0.5,14.1005
101.223585241675,1,0.03,5,-1,1.33e-06,0.8,1e-06,100,0.5,0
101.223585241675,1.05,0.03,5,1,1.33e-06,0.8,1e-06,100,0.5,9.7443
101.223585241675,1.05,0.03,5,-1,1.33e-06,0.8,1e-06,100,0.5,0
101.223585241675,1.1,0.03,5,1,1.33e-06,0.8,1e-06,100,0.5,5.3881
101.223585241675,1.1,0.03,5,-1,1.33e-06,0.8,1e-06,100,0.5,0
101.223585241675,1.15,0.03,5,1,1.33e-06,0.8,1e-06,100,0.5,1.0675
101.223585241675,1.15,0.03,5,-1,1.33e-06,0.8,1e-06,100,0.5,0
101.223585241675,1.2,0.03,5,1,1.33e-06,0.8,1e-06,100,0.5,0
101.223585241675,1.2,0.03,5,-1,1.33e-06,0.8,1e-06,100,0.5,0
101.223585241675,0.8,0.03,10,1,1.33e-06,0.8,1e-06,100,0.5,27.1341
101.223585241675,0.8,0.03,10,-1,1.33e-06,0.8,1e-06,100,0.5,20.2447
101.223585241675,0.85,0.03,10,1,1.33e-06,0.8,1e-06,100,0.5,23.3847
101.223585241675,0.85,0.03,10,-1,1.33e-06,0.8,1e-06,100,0.5,15.1835
101.223585241675,0.9,0.03,10,1,1.33e-06,0.8,1e-06,100,0.5,19.6352
101.223585241675,0.9,0.03,10,-1,1.33e-06,0.8,1e-06,100,0.5,10.1224
101.223585241675,0.95,0.03,10,1,1.33e-06,0.8,1e-06,100,0.5,15.8858
101.223585241675,0.95,0.03,10,-1,1.33e-06,0.8,1e-06,100,0.5,5.0612
101.223585241675,1,0.03,10,1,1.33e-06,0.8,1e-06,100,0.5,12.1364
101.223585241675,1,0.03,10,-1,1.33e-06,0.8,1e-06,100,0.5,0
101.223585241675,1.05,0.03,10,1,1.33e-06,0.8,1e-06,100,0.5,8.387
101.223585241675,1.05,0.03,10,-1,1.33e-06,0.8,1e-06,100,0.5,0
101.223585241675,1.1,0.03,10,1,1.33e-06,0.8,1e-06,100,0.5,4.6376
