0,1,2,3,4,5,6,7,8
-0.0006859321,0.014220841,4.510397,10.239741,15.99151,21.727453,27.46214,33.197514,38.95633
0.012745891,0.011477001,3.738418,8.471323,13.213677,17.972326,22.723473,27.48314,32.26442
-0.0015412942,0.008386709,2.8187573,6.3971314,9.976395,13.552355,17.130722,20.741539,24.810493
0.0016469434,0.005959615,1.5185175,3.5506876,5.642647,8.4631605,12.4807825,17.72561,23.441319
2.6077032e-08,0.0025000535,0.7917999,1.8209006,3.4795005,6.4479995,11.478599,17.2179,22.957201
7.8231096e-08,0.00039981306,0.119900525,0.46960023,1.6533995,5.739297,11.478595,17.21789,22.957188
