0,1,2,3,4,5,6,7,8
39.535122,34.07288,28.610472,23.149113,17.679762,12.222048,6.756647,1.337858,-2.9824674e-05
33.927162,29.237396,24.548338,19.86151,15.172985,10.485237,5.7979784,1.149378,-0.00037177652
24.52129,21.082695,17.702394,14.321996,10.941698,7.5613976,4.181099,0.8283992,2.6077032e-07
22.518955,16.889233,11.694101,8.191959,5.833344,4.02747,2.226999,0.44122317,-9.968877e-06
22.508083,16.881062,11.253793,6.355719,3.6651335,2.1555734,1.1856565,0.2351866,6.6667795e-05
22.5169,16.8877,11.2584,5.6292,1.6709,0.5537,0.18299997,0.03549999,-7.450581e-09
