35.7493,30.8094,25.8695,20.9297,15.9898,11.0499,6.11,1.2106,0
30.7697,26.5179,22.2661,18.0143,13.7625,9.5107,5.259,1.0419,0
23.3626,19.2488,16.0076,12.9509,9.8942,6.8375,3.7808,0.7491,0
22.9572,17.2179,11.6388,7.7915,5.346,3.6416,2.0136,0.399,0
22.9572,17.2179,11.4786,6.3281,3.4795,1.9747,1.0724,0.2125,0
22.9572,17.2179,11.4786,5.7393,1.6534,0.5252,0.167,0.0321,0
