0,1,2,3,4,5,6,7,8
-0.0039665624,0.0004213748,4.626272,10.517431,16.399378,22.28938,28.180073,34.064777,39.8061
0.00018701702,0.011745998,3.882673,8.822017,13.761742,18.701448,23.641247,28.58016,33.519875
-3.8100407e-06,0.008699875,2.7913797,6.3427663,9.894141,13.445517,16.997011,20.582916,24.620636
-1.5646219e-07,0.0045998907,1.4867,3.3780992,5.3459983,8.034298,11.910499,17.217896,22.957193
1.594238e-05,0.00245253,0.79180944,1.8213904,3.4807305,6.449978,11.482224,17.223566,22.964417
-9.313226e-10,0.00040000118,0.11990005,0.4696,1.6534,5.7393,11.4786,17.2179,22.9572
