99.492,0.96681,0.05,0.74829,1,1.2117e-06,0.77878,2.1703e-07,0.25484,0.53577,0.35786,13.764
99.492,0.96681,0.05,0.74829,-1,1.2117e-06,0.77878,2.1703e-07,0.25484,0.53577,0.013281,0
99.492,1.0203,0.05,0.73733,1,1.15e-06,0.78023,2.3208e-07,0.27308,0.43725,0.054916,1.0537
99.492,1.0203,0.05,0.73733,-1,1.15e-06,0.78023,2.3208e-07,0.27308,0.43725,0.012875,2.0216
99.492,0.8888,0.05,0.88366,1,1.1929e-06,0.83781,1.2465e-07,0.41762,0.48346,0.24165,15.152
99.492,0.8888,0.05,0.88366,-1,1.1929e-06,0.83781,1.2465e-07,0.41762,0.48346,0.040416,0
99.492,0.83052,0.05,0.80193,1,1.1929e-06,0.83781,1.2465e-07,0.41762,0.48346,0.32196,20.949
99.492,0.83052,0.05,0.80193,-1,1.1929e-06,0.83781,1.2465e-07,0.41762,0.48346,0.063154,0
99.492,0.80415,0.05,0.55169,1,1.2158e-06,0.81923,8.8875e-07,0.47365,0.41701,0.41304,23.307
99.492,0.80415,0.05,0.55169,-1,1.2158e-06,0.81923,8.8875e-07,0.47365,0.41701,0.09075,0
99.492,0.87211,0.05,0.11753,1,1.2158e-06,0.81923,8.8875e-07,0.47365,0.41701,0.6898,16.547
99.492,0.87211,0.05,0.11753,-1,1.2158e-06,0.81923,8.8875e-07,0.47365,0.41701,0.12126,0
99.492,1.1111,0.05,0.31379,1,1.2158e-06,0.81923,8.8875e-07,0.47365,0.41701,0.077599,0.011477
99.492,1.1111,0.05,0.31379,-1,1.2158e-06,0.81923,8.8875e-07,0.47365,0.41701,0.073484,11.052
99.492,1.1395,0.05,0.26101,1,1.2089e-06,0.82893,1.929e-07,0.36197,0.58172,0.075095,0
99.492,1.1395,0.05,0.26101,-1,1.2089e-06,0.82893,1.929e-07,0.36197,0.58172,0.095602,13.882
99.492,0.91787,0.05,0.57753,1,1.15e-06,0.78023,2.3208e-07,0.27308,0.43725,0.21249,11.075
99.492,0.91787,0.05,0.57753,-1,1.15e-06,0.78023,2.3208e-07,0.27308,0.43725,0.036643,0
