S0,m,r,T,corp,alpha,beta,omega,gamma,lambda,sigma,V
99.9729723960249,0.96680880188103,0.000198412698412698,0.748292044097942,1,1.32109197414257e-06,0.840579193707562,2.14288134664155e-07,0.478343964034755,0.526471849245082,0.357852218418203,13.8302345589623
99.9729723960249,0.96680880188103,0.000198412698412698,0.748292044097942,-1,1.32109197414257e-06,0.840579193707562,2.14288134664155e-07,0.478343964034755,0.526471849245082,0.0132812131573921,0
99.9729723960249,1.02031916102983,0.000198412698412698,0.737333040356294,1,1.32109197414257e-06,0.840579193707562,2.14288134664155e-07,0.478343964034755,0.526471849245082,0.274000072427674,8.4814575410467
99.9729723960249,1.02031916102983,0.000198412698412698,0.737333040356294,-1,1.32109197414257e-06,0.840579193707562,2.14288134664155e-07,0.478343964034755,0.526471849245082,0.012874640892732,2.0313669247456
99.9729723960249,0.888797268435896,0.000198412698412698,0.883659075559639,1,1.18309874715229e-06,0.847059278176062,9.61450253418651e-07,0.37134391218071,0.56005609377776,0.439392307457875,21.6291487830128
99.9729723960249,0.888797268435896,0.000198412698412698,0.883659075559639,-1,1.18309874715229e-06,0.847059278176062,9.61450253418651e-07,0.37134391218071,0.56005609377776,0.0404160480814243,0
99.9729723960249,0.830523315749583,0.000198412698412698,0.801926913016103,1,1.18309874715229e-06,0.847059278176062,9.61450253418651e-07,0.37134391218071,0.56005609377776,0.54849200012078,27.4543948266247
99.9729723960249,0.830523315749583,0.000198412698412698,0.801926913016103,-1,1.18309874715229e-06,0.847059278176062,9.61450253418651e-07,0.37134391218071,0.56005609377776,0.0631541741340324,0
99.9729723960249,0.80414966155428,0.000198412698412698,0.551687132933865,1,1.28770554682288e-06,0.753571167857419,8.64216375281899e-07,0.483498311939388,0.535747030971555,0.344575599005187,22.0894677422123
99.9729723960249,0.80414966155428,0.000198412698412698,0.551687132933865,-1,1.28770554682288e-06,0.753571167857419,8.64216375281899e-07,0.483498311939388,0.535747030971555,0.0907500370444066,0
99.9729723960249,0.872107875550708,0.000198412698412698,0.117527717338862,1,1.28770554682288e-06,0.753571167857419,8.64216375281899e-07,0.483498311939388,0.535747030971555,0.560953247776732,15.2959937402194
99.9729723960249,0.872107875550708,0.000198412698412698,0.117527717338862,-1,1.28770554682288e-06,0.753571167857419,8.64216375281899e-07,0.483498311939388,0.535747030971555,0.12125775276078,0
99.9729723960249,1.11108096422953,0.000198412698412698,0.313787098031421,1,1.28770554682288e-06,0.753571167857419,8.64216375281899e-07,0.483498311939388,0.535747030971555,0.0579965359023409,0
99.9729723960249,1.11108096422953,0.000198412698412698,0.313787098031421,-1,1.28770554682288e-06,0.753571167857419,8.64216375281899e-07,0.483498311939388,0.535747030971555,0.073484033680676,11.1050941706424
99.9729723960249,1.13952707890743,0.000198412698412698,0.261006332428899,1,1.24213631552784e-06,0.788155845709301,7.88965109334102e-07,0.448799975284266,0.437374520910876,0.0750950890068245,0
99.9729723960249,1.13952707890743,0.000198412698412698,0.261006332428899,-1,1.24213631552784e-06,0.788155845709301,7.88965109334102e-07,0.448799975284266,0.437374520910876,0.095602408515147,13.9489368081106
99.9729723960249,0.917866001074844,0.000198412698412698,0.577528080044765,1,1.32109197414257e-06,0.840579193707562,2.14288134664155e-07,0.478343964034755,0.526471849245082,0.493007689198497,18.7230997867858
99.9729723960249,0.917866001074844,0.000198412698412698,0.577528080044765,-1,1.32109197414257e-06,0.840579193707562,2.14288134664155e-07,0.478343964034755,0.526471849245082,0.0366429620827784,0
99.9729723960249,0.839013440699781,0.000198412698412698,0.785124745007371,1,1.17048348504988e-06,0.777849821886705,5.92193367284485e-07,0.489376708858574,0.592977707039855,0.266009850869704,18.9496364478312
99.9729723960249,0.839013440699781,0.000198412698412698,0.785124745007371,-1,1.17048348504988e-06,0.777849821886705,5.92193367284485e-07,0.489376708858574,0.592977707039855,0.0607326077781458,0
99.9729723960249,0.819489952323651,0.000198412698412698,0.360198693810835,1,1.18309874715229e-06,0.847059278176062,9.61450253418651e-07,0.37134391218071,0.56005609377776,0.843861953357387,28.5597582346067
99.9729723960249,0.819489952323651,0.000198412698412698,0.360198693810835,-1,1.18309874715229e-06,0.847059278176062,9.61450253418651e-07,0.37134391218071,0.56005609377776,0.0991376718628146,0
99.9729723960249,1.00691915353864,0.000198412698412698,0.952266343433333,1,1.32292614394873e-06,0.819482862297582,3.85389532054774e-07,0.487555512209589,0.406889216100582,0.0850603603403192,2.99519795367877
99.9729723960249,1.00691915353864,0.000198412698412698,0.952266343433333,-1,1.32292614394873e-06,0.819482862297582,3.85389532054774e-07,0.487555512209589,0.406889216100582,0.01,0.691728345721884
99.9729723960249,1.14804965465088,0.000198412698412698,0.624049235805304,1,1.32292614394873e-06,0.819482862297582,3.85389532054774e-07,0.487555512209589,0.406889216100582,0.0543830950883167,0
99.9729723960249,1.14804965465088,0.000198412698412698,0.624049235805304,-1,1.32292614394873e-06,0.819482862297582,3.85389532054774e-07,0.487555512209589,0.406889216100582,0.071522815806615,14.8009640376539
99.9729723960249,0.970288564207558,0.000198412698412698,0.833125366445097,1,1.18309874715229e-06,0.847059278176062,9.61450253418651e-07,0.37134391218071,0.56005609377776,0.334314498177373,13.493879059085
99.9729723960249,0.970288564207558,0.000198412698412698,0.833125366445097,-1,1.18309874715229e-06,0.847059278176062,9.61450253418651e-07,0.37134391218071,0.56005609377776,0.0215447010399219,0.0513565000729828
99.9729723960249,1.14550399422803,0.000198412698412698,0.356415368704864,1,1.32292614394873e-06,0.819482862297582,3.85389532054774e-07,0.487555512209589,0.406889216100582,0.0682275898243651,0
99.9729723960249,1.14550399422803,0.000198412698412698,0.356415368704864,-1,1.32292614394873e-06,0.819482862297582,3.85389532054774e-07,0.487555512209589,0.406889216100582,0.0876004908556832,14.5464667984705
99.9729723960249,0.914421528664206,0.000198412698412698,0.9622950098671,1,1.32109197414257e-06,0.840579193707562,2.14288134664155e-07,0.478343964034755,0.526471849245082,0.386424196427514,19.0659588738211
99.9729723960249,0.914421528664206,0.000198412698412698,0.9622950098671,-1,1.32109197414257e-06,0.840579193707562,2.14288134664155e-07,0.478343964034755,0.526471849245082,0.0300489697337793,0
99.9729723960249,0.899404050975092,0.000198412698412698,0.504977878945716,1,1.32292614394873e-06,0.819482862297582,3.85389532054774e-07,0.487555512209589,0.406889216100582,0.284014735200194,13.6903447102199
99.9729723960249,0.899404050975092,0.000198412698412698,0.504977878945716,-1,1.32292614394873e-06,0.819482862297582,3.85389532054774e-07,0.487555512209589,0.406889216100582,0.0473208989794556,0
